"query_id","new_id","query","answer","A","B","C","D","Z"
"32810","435","Which statement accurately reflects the relationship between maternal mortality trends and adolescent birth rates as described in The Sustainable Development Goals Report 2024?","C","The decline in adolescent birth rates has directly caused a proportional reduction in maternal mortality ratios globally.","Sub-Saharan Africa’s high maternal mortality ratio can be attributed solely to its disproportionately high adolescent birth rates compared to other regions.","Despite improvements in adolescent birth rates, disparities in maternal mortality persist due to factors such as regional fragility and income inequality.","Universal access to modern contraceptives has been achieved, eliminating any correlation between adolescent births and maternal deaths.","Not sure"
"32812","436","Which factor or combination of factors, if addressed through effective fisheries management, could potentially reverse declines in fish stocks while excluding influences beyond the scope of such management as outlined in The Sustainable Development Goals Report 2024?","D","Climate change and habitat degradation, as these are central to restoring biodiversity and optimal stock levels.","Pollution and poor management, since both can be mitigated by enhancing monitoring systems and enforcing sustainable practices.","Eutrophication and ocean acidification, as they are primarily driven by external environmental processes unrelated to fisheries management.","Overfishing fishing practices alone, as they are directly manageable through regulatory frameworks.","Not sure"
"32813","437","Which scenario best illustrates a situation where an entity would be required to disclose a violation despite it appearing to fall outside typical reporting circumstances, as outlined in the Biofuels – Sustainability Accounting Standard?","A","An entity experiences continuous discharges that slightly exceed monthly averages, resulting in a formal administrative penalty order.","An entity self-reports a minor exceedance of weekly average discharge limits but receives no formal enforcement action.","An entity violates pre-treatment requirements, but the violation is resolved internally without any governmental enforcement action.","An entity records non-continuous discharges exceeding permitted frequency levels, but these are deemed inconsequential by local authorities.","Not sure"
"38229","438","Which statement accurately reflects the relationship between socioeconomic and climate-change scenarios in determining urban damage projections by 2030 as outlined in GAR Special Report 2023 Mapping Resilience for the Sustainable Development Goals","B","Urban damage projections for 2030 rely solely on historical socioeconomic patterns without considering climate-change scenarios.","Urban damage projections integrate both socioeconomic changes under SSP2 and climate-change impacts under RCP4.5, relative to a 2010 baseline.","The SSP2-4.5 scenario assumes rapid declines in CO2 emissions starting immediately, influencing urban damage calculations significantly.","The increase in urban damage is calculated independently of any specific climate or socioeconomic scenario, using only flood risk estimates.","Not sure"
"38231","439","Which of the following best captures the reason why managing connectivity is considered both a source of risk and resilience, according to the interdependent dynamics described in GAR Special Report 2023 Mapping Resilience for the Sustainable Development Goals?","C","Connectivity always strengthens system integrity by fostering trust and collaboration among stakeholders.","The primary function of connectivity is to ensure slow-onset variables are effectively managed across all interconnected systems.","While connectivity can enhance social cohesion and diverse perspectives, excessive homogeneity within connected systems may reduce adaptability and critical reasoning.","Connectivity mitigates risks by inherently reducing exposure to threats through shared resources and responsibilities.","Not sure"
"38233","440","Which of the following best explains why addressing both frequent smaller disasters and infrequent high-impact shocks is critical for sustainable development, based on their combined potential to undermine systemic resilience as outlined in GAR Special Report 2023 Mapping Resilience for the Sustainable Development Goals?","D","Frequent smaller disasters primarily affect gender equality, while infrequent high-impact shocks are the main drivers of poverty increases.","Smaller disasters create minimal economic disruption, whereas high-impact shocks are solely responsible for reversing decades of progress in poverty reduction.","Infrequent high-impact shocks disproportionately affect women’s employment levels, while frequent smaller disasters are more likely to increase extreme poverty rates.","Both frequent smaller disasters and infrequent high-impact shocks can cascade across systems, with the former preventing recovery time and the latter causing catastrophic setbacks in areas with resilience deficits.","Not sure"
"38234","441","Which of the following best captures the underlying reason for Maldives' strategic shift toward the 'Blue Economy' and renewable energy initiatives, while also addressing its vulnerabilities as outlined in GAR Special Report 2023 Mapping Resilience for the Sustainable Development Goals?","A","To mitigate environmental risks and enhance resilience against climate change impacts by diversifying away from tourism and fuel import dependency.","To achieve rapid economic growth by fully exploiting untapped marine resources and reducing reliance on imports.","To comply with international environmental agreements and secure additional funding for infrastructure development.","To prioritize short-term recovery from the COVID-19 pandemic through immediate investments in high-yield sectors.","Not sure"
"38237","442","Which of the following conclusions can be drawn regarding the relationship between urban population growth, flood risk, and slum vulnerability as described in GAR Special Report 2023 Mapping Resilience for the Sustainable Development Goals?","B","Urban areas with convenient access to open public spaces will experience reduced flood damage by 2050.","Regions with high concentrations of slums are likely to face disproportionately greater flood risks due to inadequate infrastructure.","The doubling of slum populations by 2050 will correlate with a proportional increase in global urban flood damage.","Economic losses from flooding will decrease in urban areas where climate adaptation measures are implemented by 2030.","Not sure"
"38580","443","Which of the following best captures the logical relationship between regulatory pressures faced by entities in the Investment Banking & Brokerage industry and their implications for sustainability-related disclosures, as outlined in the Investment Banking & Brokerage – Sustainability Accounting Standard?","C","Regulatory pressures primarily require increased disclosure of proprietary trading limits, which directly reduces the need for reporting on employee diversity metrics.","The focus on stress testing and capital requirements has eliminated the necessity for detailed disclosures on whistleblower policies and procedures as part of business ethics reporting.","Entities are required to disclose systemic risks associated with capital allocation activities, while also facing scrutiny over compensation practices that indirectly affect ESG integration transparency.","New regulations mandate that all revenue from underwriting and advisory services be reported exclusively in presentation currency without requiring supplementary qualitative descriptions.","Not sure"
"38582","444","Which of the following best describes why an entity's disclosure of variable remuneration for Material Risk Takers (MRTs) is critical to understanding its risk management framework, as outlined in the Investment Banking & Brokerage – Sustainability Accounting Standard?","D","It ensures that all employees classified as MRTs are exclusively from senior management or the top 10% highest paid individuals, guaranteeing uniformity in risk oversight.","It mandates that fixed remuneration be discretionary and non-transparent, ensuring flexibility in rewarding high-performing employees while maintaining strict regulatory compliance.","It provides a definitive measure of whether traders responsible for pricing Level 3 assets are prioritizing credit proposals over trading book decisions.","It highlights potential alignment between compensation structures and excessive short-term risk-taking, allowing investors to assess how entities balance long-term value creation with immediate financial rewards.","Not sure"
"38583","445","Which of the following best describes why entities in the Investment Banking & Brokerage industry might prioritize robust internal controls, based on an analysis of potential legal and regulatory risks, as outlined in the Investment Banking & Brokerage – Sustainability Accounting Standard?","A","To minimize losses incurred due to legal proceedings while simultaneously enhancing trust with clients and protecting shareholder value through compliance.","To exclusively avoid monetary losses from civil actions, as criminal penalties are not significant enough to impact shareholder value.","Because entities are required to disclose all monetary liabilities, including legal defense fees, which directly affect their profitability.","To ensure that only environmental and social risks are mitigated, as these are the primary concerns outlined by regulatory bodies.","Not sure"
"38584","446","Which of the following most accurately reflects the conditions under which variable remuneration for Material Risk Takers (MRTs) can be adjusted through malus or clawback provisions, and how this aligns with the entity’s overall risk management framework, as outlined in the Investment Banking & Brokerage – Sustainability Accounting Standard?","B","Malus or clawback provisions are applied when MRTs fail to meet qualitative criteria, and these provisions are managed exclusively by the Chief Risk Officer as part of the entity’s regulatory compliance.","Malus or clawback provisions may be applied based on identified risks associated with MRT remuneration, and their implementation involves both the Board and the Firm Risk Committee in decision-making to ensure alignment with the entity’s risk management objectives.","Malus or clawback provisions apply only to non-MRT employees, and their purpose is to incentivize performance that aligns with industry best practices rather than regulatory requirements.","Variable remuneration adjustments for MRTs occur automatically in response to national wage-setting criteria, without requiring input from the Board or any risk management bodies.","Not sure"
"39638","447","Which scenario would most likely classify an asset as Indirectly Managed based on the operational control definition in the Real Estate – Sustainability Accounting Standard?","C","A multi-tenant building where the landlord implements environmental policies but tenants can propose changes.","A building with shared authority between landlord and tenant, where both parties can introduce but not enforce policies.","A single-tenant building where the tenant exclusively controls all operating and environmental policies.","A vacant property fully controlled by the landlord, where no tenant occupies the space.","Not sure"
"39676","448","Which statement accurately reflects the nuanced relationship between ENERGY STAR® certification requirements and the entity's disclosure obligations under the described framework in the Real Estate – Sustainability Accounting Standard?","D","An entity must exclude all non-certified properties from its total portfolio gross floor area calculations when determining ENERGY STAR® certification percentages.","If a property is ineligible for ENERGY STAR® certification due to specific use characteristics, it can still be included in the denominator of the percentage calculation unless explicitly excluded by the entity.","Properties located in Canada must adopt the same ENERGY STAR® certification criteria as those in the U.S., without any distinctions based on regional eligibility rules.","The entity may calculate ENERGY STAR® certification percentages separately for U.S. and Canadian properties, but only if the certifications are officially in effect during the reporting period for both regions.","Not sure"
"39678","449","Which scenario would most likely necessitate a detailed description of normalization factors according to the Real Estate – Sustainability Accounting Standard?","A","An entity discloses normalized like-for-like percentage change in water withdrawn and uses custom methodologies for normalizing data related to weather conditions.","An entity reports on variations in like-for-like percentage change in water withdrawn solely due to differences between Base Building and Tenant Space.","An entity provides normalized like-for-like percentage change in water withdrawn while relying exclusively on third-party methodologies without additional explanation.","An entity analyzes distinctions such as Managed Assets versus Indirectly Managed Assets but refrains from disclosing normalized percentage changes.","Not sure"
"39679","450","Which scenario best aligns with the entity's disclosure obligations regarding water withdrawal data while addressing potential ambiguities in regional stress classification, as outlined in the Real Estate – Sustainability Accounting Standard?","B","An entity excludes all water withdrawal data for regions where tenants pay for water, as tenant space is outside the required reporting scope.","An entity calculates the percentage of water withdrawn in High or Extremely High Baseline Water Stress regions using only the Base Building data when Whole Building data is unavailable.","An entity reports total water withdrawn but excludes regions classified under Moderate Baseline Water Stress from the percentage calculation due to their lower risk impact.","An entity combines rainwater and municipal water sources into a single category for reporting purposes, assuming equal baseline stress levels across all regions.","Not sure"
"39681","451","Which of the following most accurately reflects how an entity's prioritization of lease structures and third-party initiatives might influence tenant behavior over time, as described in the Real Estate – Sustainability Accounting Standard?","C","By mandating tenants to adopt green lease templates, entities can ensure uniform sustainability practices across all leased properties, thus eliminating variability in compliance.","Tenant behavior is primarily influenced by cost recovery clauses, which override any indirect effects from third-party initiatives or lease structures.","Integrating third-party green lease initiatives into standard contracts could indirectly incentivize sustainable tenant behavior by aligning financial and operational structures with sustainability goals.","Entities that prioritize separately metering energy consumption guarantee improved tenant sustainability behaviors, regardless of lease type or third-party involvement.","Not sure"
"43428","452","Under what condition can an entity exclude certain Tier I suppliers from its disclosure of facilities participating in the Rx-360 or equivalent audit programme, as outlined in the Biotechnology & Pharmaceuticals – Sustainability Accounting Standard?","D","If the excluded suppliers do not transact directly with the entity.","If the excluded suppliers' facilities are already covered under a different audit programme.","If the excluded suppliers are located in regions outside the entity’s primary market.","If the excluded suppliers account for less than 10% of its total supplier spending.","Not sure"
"43434","453","Which scenario would most likely fall outside the scope of monetary losses as defined by HC-BP-270a.1, even if associated with false marketing claims, according to the Biotechnology & Pharmaceuticals – Sustainability Accounting Standard?","A","Legal fees and defense costs incurred during a regulatory proceeding related to false marketing claims.","A criminal penalty imposed on the entity for off-label promotion following a guilty plea.","A settlement paid to resolve allegations of civil misconduct involving deceptive advertising practices.","Restitution ordered by a court as part of a deferred prosecution agreement addressing illegal marketing activities.","Not sure"
"43467","454","Which statement accurately reflects the relationship between regulatory scrutiny and financial implications for entities in the Biotechnology & Pharmaceuticals industry, as described in the Biotechnology & Pharmaceuticals – Sustainability Accounting Standard?","B","Entities are required to report all monetary losses from legal proceedings, regardless of geographic origin, to comply with SASB Standards.","Monetary losses due to legal proceedings in developing countries must be accompanied by an explanation of corrective actions but are not necessarily tied to clinical trial management inspections.","Inspections leading to voluntary remediation or regulatory actions directly correlate with mandatory public disclosure of total monetary losses incurred globally.","The number of inspections related to pharmacovigilance is inversely proportional to the total amount of monetary losses reported by an entity.","Not sure"
"43468","455","Which scenario would require disclosure under HC-BP-270a.1 but not necessarily under HC-BP-260a.3, according to the Biotechnology & Pharmaceuticals – Sustainability Accounting Standard?","C","An instance where the entity collaborates with wholesalers to seize counterfeit products and files criminal charges against counterfeiters.","A situation where the entity provides evidence leading to raids on counterfeiters, resulting in both arrests and product seizures.","A settlement involving monetary losses due to off-label promotion claims resolved through a deferred prosecution agreement.","A case where the entity implements corrective actions following regulatory penalties for marketing unapproved drug uses.","Not sure"
"44158","456","Which of the following best captures the implicit relationship between the entity's approach to managing capital- and liquidity-related risks and its use of derivative instruments, as described in the Insurance – Sustainability Accounting Standard?","D","The entity's management of capital- and liquidity-related risks is primarily focused on reducing total exposure to centrally cleared derivatives.","The entity leverages acceptable collateral posted with central clearinghouses as a key mechanism to manage risks associated with both centrally cleared and non-centrally cleared derivatives.","The entity considers the fair value of securities lending collateral assets as unrelated to its strategy for managing capital- and liquidity-related risks.","The entity’s description of its approach to managing capital- and liquidity-related risks implies that acceptable collateral posted with central clearinghouses directly mitigates systemic non-insurance activity risks.","Not sure"
"44160","457","Which of the following scenarios most directly undermines an entity's ability to maintain its brand reputation and regulatory standing while aligning with the disclosed metric FN-IN-270a.1, as defined in the Insurance – Sustainability Accounting Standard?","A","An entity faces monetary losses from legal proceedings related to marketing opaque terms to vulnerable groups, leading to reputational damage and regulatory scrutiny.","An entity experiences a rise in customer churn due to increased premiums, despite clear communication about pricing changes.","An entity reduces its product offerings to simplify its portfolio, inadvertently causing dissatisfaction among customers seeking diverse options.","An entity incurs significant legal defense costs after challenging a regulator's enforcement of transparency laws, without any verdict or settlement against it.","Not sure"
"44161","458","Which of the following best captures the relationship between legal proceedings and an entity's monetary losses, as detailed in the Insurance – Sustainability Accounting Standard?","B","Monetary losses from legal proceedings include all legal fees and expenses incurred by the entity during defense, as well as fines and settlements.","Monetary losses resulting from legal proceedings encompass fines, penalties, and restitution but exclude the entity’s defense-related legal fees and expenses.","Entities may avoid disclosing monetary losses related to legal proceedings if those proceedings are associated with non-jurisdictional laws or regulations.","The disclosure of monetary losses is limited to civil actions and excludes regulatory or criminal proceedings, even when they involve misleading practices.","Not sure"
"44548","459","Which inference can be drawn regarding the relationship between asset managers offering multiple services and their alignment with climate-related reporting practices, as outlined in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","Asset managers offering fiduciary management are less likely to report climate-related information than those offering wealth management.","The majority of asset managers offering more than one service align their reporting with TCFD recommendations, except for those exclusively providing execution and advisory services.","Asset managers who do not offer multiple services are disproportionately represented among respondents not planning to report climate-related information.","Wealth management services are the primary driver behind asset managers' decisions to adopt comprehensive climate-related disclosures.","Not sure"
"44589","460","Which scenario best reflects the nuanced interplay between regulatory frameworks and assurance requirements for climate-related disclosures, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","A company operating in California with annual revenue exceeding $500 million must align its climate-related financial risk report with ISSB Standards exclusively, without the option to use TCFD recommendations.","Publicly accountable entities in Zambia are mandated to adopt ISSB Standards by FY 2025, while other entities are prohibited from using these standards entirely.","Foreign private issuers listed in the US can fulfill SEC climate-related disclosure requirements through compliance with ISSB Standards starting in FY 2026.","A large accelerated filer in the US, disclosing GHG emissions for the first time in FY 2026, is required to provide reasonable assurance on those disclosures by FY 2033.","Not sure"
"44602","461","Which of the following best explains why insufficient information from companies was less of a challenge for asset managers in the 2024 survey compared to prior years, based on the relationships and details provided in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","The increase in average AUM size among respondents led to improved access to private investment data, mitigating this issue.","Asset managers developed new methodologies to independently estimate missing data, reducing reliance on external sources.","Public companies and private investments began providing more comprehensive climate-related disclosures, addressing prior gaps.","Regulatory scrutiny decreased significantly, allowing asset managers to report incomplete metrics without concern.","Not sure"
"44629","462","Which statement accurately reflects an implicit trend or relationship regarding the alignment of TCFD disclosures with company size for fiscal year 2023, as outlined in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","Companies with a market capitalization below US$3.2b consistently demonstrated higher disclosure rates across all categories compared to larger companies.","Mid-sized companies (US$3.2b–12.3b) disclosed more on risk management processes than smaller companies but lagged behind larger companies in GHG emissions reporting.","The largest companies, with market capitalizations exceeding US$12.3b, showed the most significant improvement in governance-related disclosures from 2022 to 2023.","Smaller companies (<US$3.2b) disclosed less on climate-related targets than both mid-sized and larger companies, despite having higher rates of board oversight.","Not sure"
"44634","463","Which inference can be drawn regarding the relationship between regulatory requirements and regional reporting practices among asset managers and asset owners, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","Regulatory requirements are uniformly distributed across regions, with no significant variation in their influence on reporting.","North American entities are less likely to report climate-related information due to regulatory requirements compared to their European and Asian-Oceania counterparts.","A higher proportion of North American entities report climate-related information due to regulatory requirements compared to entities in other regions.","Entities in Europe and Asia-Oceania report climate-related information primarily due to senior management priorities rather than regulatory requirements.","Not sure"
"44686","464","Which industry's reporting behavior most directly challenges the assumption that higher financial size consistently correlates with more comprehensive TCFD-aligned disclosures, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","Transportation, because its companies disclosed on only one recommendation despite being in a high-revenue quartile.","Banking, since its relatively high asset median does not correspond to the highest average disclosure rate.","Insurance, due to its lower third-quartile assets compared to banking but higher rates of specific disclosures.","Materials and buildings, as its high average disclosure rate is not matched by its median revenue.","Not sure"
"44693","465","Which inference can be drawn regarding the relationship between asset managers' AUM size and their likelihood of reporting climate-related metrics or GHG emissions in financial filings, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","There is no clear trend linking AUM size to the use of financial filings for reporting climate-related metrics or GHG emissions, as these disclosures appear inconsistent across all AUM categories.","Larger asset managers are significantly more likely to report climate-related metrics in financial filings than smaller ones, as indicated by a direct correlation with AUM size.","The percentage of asset managers reporting GHG emissions increases consistently with AUM size, suggesting that regulatory pressure drives disclosure practices.","Smaller asset managers prioritize financial filings over other reporting formats for climate-related metrics due to their limited resources and focus on compliance.","Not sure"
"44694","466","Which trend, inferred from the data provided, demonstrates a potential disconnect between oversight and actionable progress in climate-related disclosures among African companies, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","The consistent levels of disclosure for board oversight contrast with stagnation in reporting on management's role across most industries.","While disclosures on GHG emissions rose significantly, there was no corresponding improvement in resilience strategy reporting.","Companies showing increased reporting on climate-related targets have simultaneously reduced their focus on risk identification processes.","Industries with the highest increase in climate-related metrics also show declining governance disclosures related to board oversight.","Not sure"
"44697","467","Which inference about climate-related disclosures in Latin America and the Caribbean is most strongly supported by the data, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","Insurance companies lead in reporting on all TCFD recommendations, including resilience of strategies under climate-related scenarios.","The largest year-over-year increase in disclosures was observed in GHG emissions reporting across all industries.","Transportation companies show the highest rate of reporting on climate-related targets but lag significantly in governance-related disclosures compared to insurance companies.","Integration of climate-related risks into overall risk management saw minimal improvement due to consistently low reporting rates.","Not sure"
"44713","468","Which jurisdiction's regulatory body explicitly announced the adoption of ISSB Standards while also developing an adoption roadmap, distinguishing it from others mentioned in terms of its dual approach to climate-related disclosures, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","Egypt, through its Financial Regulatory Authority resolutions issued in July 2021.","New Zealand, under the Financial Sector (Climate-related Disclosures and Other Matters) Amendment Act 2021.","California, following amendments to Senate Bill No. 261 by Senate Bill No. 219 in September 2024.","Zimbabwe, via the Public Accountants and Auditors Board (PAAB) announcement in August 2023.","Not sure"
"44747","469","Which of the following best describes a key difference in the implementation timelines for climate-related disclosures between Indian and Japanese regulatory frameworks, as outlined in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","Japan requires immediate disclosure of governance and risk management information upon rule enactment, whereas India delays all disclosures until at least 2025–2026.","India mandates full compliance with all disclosure categories by 2025–2026, while Japan staggers its requirements starting from 2023.","India requires tier IV primary co-operative banks to comply one year later than other entities, while Japan applies uniform deadlines across all company types.","Japan allows companies to omit non-material strategy disclosures indefinitely, whereas India begins requiring such disclosures for all entities from 2027–2028.","Not sure"
"44754","470","Which jurisdiction's phased assurance requirements explicitly create a scenario where companies will need to transition from limited to reasonable assurance on all sustainability-related matters, and what is the earliest year this transition could fully occur for any entity, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","New Zealand; FY 2024","Nigeria; FY 2029","Pakistan; FY 2026","Singapore; FY 2025","Not sure"
"44756","471","Which of the following best captures the underlying reason why respondents emphasized interoperability between ISSB Standards and other frameworks as critical for reducing companies' compliance burden, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","Interoperability ensures that all companies will adopt ISSB Standards uniformly, eliminating regional differences in reporting practices.","Jurisdictions mandating specific standards are likely to abandon their requirements entirely in favor of adopting ISSB Standards exclusively.","Companies can avoid duplicative efforts by aligning ISSB Standards with widely used frameworks like ESRS, thus streamlining sustainability reporting processes.","The integration of TCFD recommendations into ISSB Standards alone is sufficient to reduce complexity without requiring alignment with other frameworks.","Not sure"
"44757","472","Which statement accurately reflects a logical implication of the methodology used to select companies for the AI review, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","The removal of subsidiaries was primarily based on their inability to provide reports in English, ensuring consistency in language across the dataset.","The preference for companies with the highest revenue or total assets within an industry was implemented to ensure that all selected entities were part of the S&P Global 1200 index.","The use of GICS® subsectors and industries ensured uniformity in market capitalization representation across large, medium, and small companies within each industry.","Companies were included in the review only if they had publicly available annual reports for both fiscal years 2022 and 2023, regardless of their alignment with TCFD reporting standards.","Not sure"
"44758","473","Which inference about the relationship between company size and disclosure practices can be drawn from the provided data on North American companies, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","There is no clear evidence in the text to suggest that company size, whether measured by assets or revenue, has a direct impact on the adoption of TCFD-aligned disclosures in North America.","Larger financial institutions are more likely to have comprehensive TCFD-aligned disclosures than smaller non-financial companies because of their higher asset base.","The absence of mandatory TCFD-aligned disclosure requirements in Canada and the US directly correlates with lower disclosure rates among companies with median revenues below US$7 billion.","Smaller companies in the technology and media sector are less likely to align with TCFD recommendations due to their limited revenue range compared to larger banks and insurers.","Not sure"
"44759","474","Which of the following best explains why consistent and comparable climate-related financial reporting by sovereigns is considered crucial for companies preparing TCFD-aligned disclosures, as outlined in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","It ensures that companies can directly adopt sovereign standards without modification, simplifying compliance.","It provides companies with a clearer understanding of their operating environment, aiding in comprehensive disclosure preparation.","It enables companies to rely exclusively on sovereign data, reducing the need for internal assessments of climate risks.","It allows companies to shift regulatory accountability for climate disclosures to sovereign entities.","Not sure"
"44760","475","Which of the following best reflects a necessary condition for accelerating the adoption of ISSB Standards, based on both direct respondent feedback and implications drawn from their cited concerns, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","The creation of entirely new sustainability frameworks to replace existing standards.","Jurisdictional mandates that exclusively enforce ISSB Standards without allowing integration with other frameworks.","Regulatory action alongside enhanced guidance and practical examples demonstrating alignment with current standards like ESRS.","A global agreement requiring all companies to abandon TCFD-based disclosures immediately.","Not sure"
"44765","476","Which of the following best explains why reporting on the resilience of a company’s strategy under different climate-related scenarios remains consistently low compared to other TCFD recommendations, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","Companies generally lack access to reliable data needed for scenario analysis, making it impossible to report.","The disclosure is considered less relevant by companies, leading to its deprioritization in favor of metrics like GHG emissions.","Regulatory requirements for this disclosure are weaker than those for governance and metrics, reducing compliance urgency.","A significant majority of companies find this disclosure difficult to implement, as indicated by survey results showing nearly 90% of respondents rating it as challenging.","Not sure"
"44766","477","Which of the following best represents a logical implication of the IFRS Foundation's categorization of company references to ISSB Standards, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","General references to the ISSB do not inherently indicate an intention to adopt or align with ISSB Standards.","Companies expressing general support for the ISSB are required to align their disclosures with ISSB Standards in the future.","A company’s mention of SASB Standards under ISSB supervision indicates planned or stated alignment with ISSB Standards.","References to participating in ISSB activities imply a commitment to applying ISSB Standards for sustainability disclosures.","Not sure"
"44768","478","Which of the following statements accurately reflects the implementation strategy for ISSB Standards in Costa Rica and El Salvador, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","Both Costa Rica and El Salvador mandate the application of ISSB Standards for all companies starting in fiscal year 2025.","Costa Rica allows voluntary adoption of ISSB Standards from fiscal year 2024, while El Salvador enables their use only for companies applying IFRS Accounting Standards from fiscal year 2025.","In both countries, regulated companies are required to apply ISSB Standards beginning in fiscal year 2026.","El Salvador requires all high tax payer companies to adopt ISSB Standards by fiscal year 2026, aligning with Costa Rica's phased approach.","Not sure"
"44769","479","What implication arises from the interplay between the adoption of digital taxonomies and the challenges faced by users of climate-related information, as discussed in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","Digital taxonomies primarily benefit companies by reducing their internal data processing costs, with minimal impact on external stakeholders.","The adoption of digital taxonomies is likely to exacerbate the existing disparities in how climate-related data is reported across industries.","By enabling automated validation checks and technology-driven monitoring, digital taxonomies address key inefficiencies that hinder comparability and analysis of climate-related information.","The development of machine learning models for analyzing climate-related reports negates the need for advancements in digital reporting practices.","Not sure"
"44770","480","Which of the following best reflects the relationship between FEBRABAN’s initiatives and the regulatory requirements imposed by BCB and CVM regarding TCFD-aligned disclosures, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","FEBRABAN’s initiatives are legally binding and took precedence over the voluntary adoption phase outlined by BCB and CVM.","FEBRABAN’s efforts to promote TCFD recommendations were rendered redundant after BCB and CVM mandated TCFD-aligned disclosures for regulated entities.","FEBRABAN solely focused on translating international standards into local frameworks, leaving implementation guidance to BCB and CVM.","FEBRABAN’s initiatives complemented the regulatory framework by encouraging early adoption of TCFD recommendations before mandatory compliance was enforced.","Not sure"
"44771","481","Which inference can be drawn regarding the relationship between industries' average disclosure counts and their reporting on specific TCFD recommendations, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","The lower average disclosures in banking and consumer goods industries correlate with particularly weak performance in Governance and Risk Management categories.","Industries with higher average disclosures consistently reported the highest rates across all individual TCFD recommendations.","Energy companies’ leadership in average disclosures is primarily due to their comprehensive reporting on risk management processes.","Insurance companies outperformed energy companies in Strategy-related disclosures, driving their higher overall average disclosure count.","Not sure"
"44774","482","Which statement accurately reflects the relationship between the regulatory frameworks for climate-related disclosures in Hong Kong SAR and Australia as of the information provided, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","B","Both jurisdictions mandate immediate compliance with their respective sustainability reporting standards for all companies starting in fiscal year 2025.","While Hong Kong SAR requires alignment with ISSB Standards through its stock exchange, Australia’s legislation applies exclusively to financial institutions and large companies with a phased implementation.","Australia’s framework relies on voluntary adoption of TCFD-aligned disclosures, whereas Hong Kong SAR enforces mandatory compliance for all listed companies by fiscal year 2025.","The Central Bank of Bangladesh directly influenced both Hong Kong SAR and Australia to adopt ISSB-based standards, ensuring uniformity across Asia-Oceania.","Not sure"
"44777","483","Which inference can be drawn about the relationship between the TCFD recommendations and the ISSB Standards based on the progress reported, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","C","The TCFD recommendations have been fully replaced by the ISSB Standards as the sole framework for climate-related disclosures.","Jurisdictions adopting ISSB Standards are required to discontinue the use of TCFD recommendations in their regulatory frameworks.","The adoption of ISSB Standards indicates a gradual shift away from TCFD recommendations, though companies still predominantly use TCFD-aligned disclosures.","Companies referencing the ISSB in their reports have ceased using TCFD-aligned disclosures entirely.","Not sure"
"44778","484","Which of the following best captures a key distinction between IFRS S2 and TCFD regarding greenhouse gas emissions disclosures, while considering the implications for companies' reporting practices, as outlined in the Progress on Corporate Climate-related Disclosures—2024 Report?","D","IFRS S2 mandates the disaggregation of GHG emissions by constituent gases in all cases, whereas TCFD guidance does not require such granularity.","TCFD requires Scope 3 GHG emissions disclosure only when material, while IFRS S2 demands it regardless of materiality if the company operates in asset management, commercial banking, or insurance.","TCFD provides a detailed Scope 3 measurement framework, but IFRS S2 leaves the methodology for Scope 3 calculations entirely up to individual companies.","IFRS S2 allows companies to omit Scope 1 and Scope 2 GHG emissions disclosures if they are immaterial, whereas TCFD recommends disclosing these metrics independently of materiality assessments.","Not sure"
"44779","485","What conclusion can be drawn about the IFRS Foundation's decision to exclude asset managers and asset owners from the AI review, based on their reporting practices and survey methodology, as described in the Progress on Corporate Climate-related Disclosures—2024 Report?","A","Publicly available reports for asset managers and asset owners were deemed too inconsistent to analyze effectively using AI.","The exclusion was due to insufficient alignment of asset managers' reports with ISSB Standards.","Asset managers and asset owners primarily focus on enterprise-level disclosures rather than client-specific ones, making AI analysis redundant.","The IFRS Foundation prioritized shareholder disclosures over beneficiary disclosures for asset managers, rendering AI tools unnecessary.","Not sure"
